vid,start,token,exact,style,time
sFR18CihN38,2149.8,5:00am,true,manual,5:00am
TtfeyJjcEpw,606.7,5:00am,true,manual,5:00am
04MZa2YNowM,394.7,5:00am,true,manual,5:00am
UHILxmLfIIE,355.1,5:00am,true,manual,5:00am
7rryvSQhK7k,237.3,5:00am,true,manual,5:00am
iP16VnLXgUE,112.4,5:00am,true,manual,5:00am
CCBfJBf-t2Y,6681.1,5:00am,true,manual,5:00am
bdBhEv9aa6M,2622.4,5:00pm,true,manual,5:00pm
a5E-w4i2C3g,6701.5,5:00pm,true,manual,5:00pm
6Lc5D68L8ek,6701.5,5:00pm,true,manual,5:00pm
eM_xmh1DL60,4833.1,5:00pm,true,manual,5:00pm
F2QAMwDkHZw,6780.2,5:00pm,true,manual,5:00pm
_GCdXnnGJpY,5877.6,5:00pm,true,manual,5:00pm
PZSvhL2EPo4,607.9,5:00PM,true,manual,5:00pm
RYMWNLJTWno,159.2,5:00pm,true,manual,5:00pm
kUpwvr4YlD4,638.4,5:00pm,true,manual,5:00pm
W-ei6O03-aM,4307,5:00pm,true,manual,5:00pm
qHcwu1TShC8,354.5,5:00PM,true,manual,5:00pm
l8BiYE2rctA,604.6,5:00pm,true,manual,5:00pm
ICWEci4uXTI,2946.1,5:00pm,true,manual,5:00pm
i5Kt2KnbMp8,398.7,5:00PM,true,manual,5:00pm
IcBicy9K6Po,2165.2,5:00pm,true,manual,5:00pm
d-xQ5dsILYU,592.2,5:00pm,true,manual,5:00pm
TckwFVwMUzY,1641.6,5:00PM,true,manual,5:00pm
RCnwjLK_ZuQ,294.7,5:00pm,true,manual,5:00pm
3-GJ_pkGNRk,116.6,5:00pm,true,manual,5:00pm
ujlKjbShpLw,510.6,5:00pm,true,manual,5:00pm
88wqChGF5SU,57,5:00pm,true,manual,5:00pm
bkc09Dh2PcM,741.5,5:00pm,true,manual,5:00pm
JpxZRsyG_tI,100.8,5:00PM,true,manual,5:00pm
XvSqye_YTXU,480.6,5:00PM,true,manual,5:00pm
HnN70R3GOn8,1801.6,5:01am,true,manual,5:01am
qZ8s4Z5VjXw,676.2,5:01am,true,manual,5:01am
kQ0_A_ZgHqo,766.8,5:01am,true,manual,5:01am
EElHOUcrTkM,22.4,5 01am,false,manual,5:01am
zDiEAx8r9o8,1498.6,5:01PM,true,manual,5:01pm
4MmZlvXHQPM,128.4,5:01pm,true,manual,5:01pm
UOkmXNt3IYY,1001.4,5:01PM,true,manual,5:01pm
dNrqHoYYACc,327,5:02AM,true,manual,5:02am
VJJR1NplLV4,852.5,5:02AM,true,manual,5:02am
tELv4HZnPA4,100.1,5:02am,true,manual,5:02am
PQjpwQ5kNMo,2998.9,5 02am,false,manual,5:02am
FJ_Dh2_tyUk,2998.9,5 02am,false,manual,5:02am
wW36FW5D-EM,21.9,5 02am,false,manual,5:02am
tLijWcRB8P8,91.8,5:02pm,true,manual,5:02pm
Y89irTe4nRg,1485.9,5 02pm,false,manual,5:02pm
ujk8VPrSVGE,805.7,5 02pm,false,manual,5:02pm
-BNDub3h2_I,2790.9,5:03AM,true,manual,5:03am
ZdeHaTmJO38,12.9,5:03AM,true,manual,5:03am
H3mOGTbidwM,280,5:03am,true,manual,5:03am
ZSzO-0M6QXs,110.9,5:03pm,true,manual,5:03pm
KhZpSjj0gf4,114.5,5:03pm,true,manual,5:03pm
_SCUA_G_dYM,125.8,5:03PM,true,manual,5:03pm
WTsj4klLIHo,205.2,5:03pm,true,manual,5:03pm
TLszRqJguRE,23.3,5:03PM,true,manual,5:03pm
0aoz1-Ygjb0,485.9,5 03pm,false,manual,5:03pm
XzDvlqzPYuU,13.1,5:04am,true,manual,5:04am
JB5t_OOxI0k,34,5:04am,true,manual,5:04am
7wOV-jVN6OM,536.7,5 04am,false,manual,5:04am
9KXEjp_ICUA,36.2,5:04pm,true,manual,5:04pm
fzass_wLGCU,789.1,5:04pm,true,manual,5:04pm
ZMXgrIpI05Y,21.4,5:04pm,true,manual,5:04pm
xQj9FXqx9I4,23.5,5:04pm,true,manual,5:04pm
VqRDvg6R8bc,20.8,5:04pm,true,manual,5:04pm
Rz-dVwkPZ9A,21.3,5:04pm,true,manual,5:04pm
6p5YLAwzdlU,35.3,5:04pm,true,manual,5:04pm
DL8ZszbxfsA,167.3,5:04pm,true,manual,5:04pm
3eBdVASajuE,633.8,5:04pm,true,manual,5:04pm
Um01supjF8w,16.2,5 04pm,false,manual,5:04pm
awOW2PS-6IQ,119.8,5:05am,true,manual,5:05am
LaJS-CmhMBE,93.2,5:05AM,true,manual,5:05am
5CKvaRzqAiw,322.9,5:05AM,true,manual,5:05am
kCjJ6_5_yok,66.4,5:05am,true,manual,5:05am
6HhZnuM3-Tk,19.2,5:05am,true,manual,5:05am
gLnrXwR3Lio,26.4,5:05am,true,manual,5:05am
FdMEHnhZ5hE,32,5:05am,true,manual,5:05am
HVPsVKEXkwQ,3.4,5:05AM,true,manual,5:05am
RSleYDBXMn8,91,5 05am,false,manual,5:05am
NuSWSSLQOb4,119.1,5:05pm,true,manual,5:05pm
B8-im2X8cqk,54.1,5:05pm,true,manual,5:05pm
oVlhn4mZFzE,304.1,5:05pm,true,manual,5:05pm
o_8m0fJVBb0,25,5:05pm,true,manual,5:05pm
F4fetrj7iAY,203.3,5:05pm,true,manual,5:05pm
JiH2IgHyYGQ,221.5,5:05pm,true,manual,5:05pm
kagTiep2xEg,103.4,5:05pm,true,manual,5:05pm
TYkh4GAD1n0,167,5:05pm,true,manual,5:05pm
MtJiVfM19Gs,58.1,5:05pm,true,manual,5:05pm
0ZcU8OWznNk,52.5,5:05pm,true,manual,5:05pm
ednhcKQBF6o,552.2,5:05pm,true,manual,5:05pm
gd3F_Wo9Dck,129.7,5:05pm,true,manual,5:05pm
jfMBtYbw_eo,16.3,5:05pm,true,manual,5:05pm
p8MYa8y7yIE,2297.9,5 05pm,false,manual,5:05pm
AYMOYdSSwNQ,1466.6,5 05pm,false,manual,5:05pm
qQMRkmSyRe0,28.2,5 05pm,false,manual,5:05pm
A7J8ZLzaOgE,26.8,5 05PM,false,manual,5:05pm
NAMZbLD6--0,561.5,5:06am,true,manual,5:06am
Sa0vfa7LAgU,32.2,5:06am,true,manual,5:06am
GpcoB1h9WYs,107.8,5:06am,true,manual,5:06am
kQ0_A_ZgHqo,818.7,5:06am,true,manual,5:06am
JyXPSHKauJw,48,5:06am,true,manual,5:06am
BBptl9msxig,146,5:06am,true,manual,5:06am
zDiEAx8r9o8,1515.3,5:06PM,true,manual,5:06pm
Gdy3dIB_QEE,23.7,5:06pm,true,manual,5:06pm
dBOppJ1kkNw,135.2,5:06PM,true,manual,5:06pm
IdY1USsdVE8,144.9,5:06PM,true,manual,5:06pm
xlr0rk2a9fg,870,5 06pm,false,manual,5:06pm
OLEUwbdlWCs,342.2,5:07am,true,manual,5:07am
132lyZ27jdA,10.3,5:07am,true,manual,5:07am
ZnYm7P4Oyis,432,5:07am,true,manual,5:07am
9mNckmc8Ufg,84.7,5:07am,true,manual,5:07am
JB5t_OOxI0k,58,5:07am,true,manual,5:07am
sUgA4UKWioI,449.1,5:07am,true,manual,5:07am
nm-eKPwfOWk,57.4,5:07am,true,manual,5:07am
I83qSOmA-ws,284.6,5:07PM,true,manual,5:07pm
n_Kz7T9_3sU,28.1,5:07pm,true,manual,5:07pm
WV2UxA8k1_0,436.6,5:07PM,true,manual,5:07pm
Nqbxw5_Zdk8,477.9,5:07pm,true,manual,5:07pm
QfnoHEfwUqg,337.9,5:07pm,true,manual,5:07pm
RDQcbqqe9Mo,248.5,5 07pm,false,manual,5:07pm
glxZpALAHwo,432.7,5:08am,true,manual,5:08am
G2s5NC-hZEA,13,5:08am,true,manual,5:08am
8k1mq1ltaGI,30.1,5 08am,false,manual,5:08am
VQn_QO8bTFc,696.9,5:08pm,true,manual,5:08pm
zDiEAx8r9o8,1552.1,5:08PM,true,manual,5:08pm
KhZpSjj0gf4,1962,5:08pm,true,manual,5:08pm
Ck-TWprVodI,497.7,5:08pm,true,manual,5:08pm
Gfkigtf9qGA,577.9,5:08pm,true,manual,5:08pm
TTrDjTKYN_w,209.2,5:08pm,true,manual,5:08pm
h4bz-c0JjjA,100.2,5 08pm,false,manual,5:08pm
xE__d74Kspg,207.7,5 08PM,false,manual,5:08pm
j5nJXuMyvTA,97.7,5:09am,true,manual,5:09am
m0ME4L5DJ_k,1607.9,5:09am,true,manual,5:09am
KhZpSjj0gf4,531.9,5:09pm,true,manual,5:09pm
aZaPau4-lpc,714.2,5:09pm,true,manual,5:09pm
BcddzUqDt1o,149.6,5:09pm,true,manual,5:09pm
5FUu87SfotI,157.9,5:09pm,true,manual,5:09pm
CUY6Gz8axrU,507.1,5:09pm,true,manual,5:09pm
nGUMGf9w5vc,34,5:09pm,true,manual,5:09pm
E20KQOpnMpI,757.7,5:09PM,true,manual,5:09pm
s8rjZIgDeIs,520.4,5 09pm,false,manual,5:09pm
0aoz1-Ygjb0,501.1,5 09pm,false,manual,5:09pm
-BNDub3h2_I,2805.9,5:10am,true,manual,5:10am
S24KpEHXdEw,30.9,5:10AM,true,manual,5:10am
R6MRtEiZTRg,4.2,5:10am,true,manual,5:10am
awOW2PS-6IQ,123.3,5:10am,true,manual,5:10am
xUYu7TK6q48,0.4,5:10am,true,manual,5:10am
OP4r5dXJl0k,95.7,5:10AM,true,manual,5:10am
xjoOF4WEmmg,1093.9,5:10AM,true,manual,5:10am
R7i4a_Upils,96,5:10am,true,manual,5:10am
mleLQ-2xfLE,19.9,5:10am,true,manual,5:10am
64QUmTGSxfE,362.2,5:10am,true,manual,5:10am
fQBG4BGVhCA,14.5,5:10AM,true,manual,5:10am
pRwug4B31Qc,817.9,5:10am,true,manual,5:10am
kiWRlZJXXTs,64.6,5:10am,true,manual,5:10am
JK-ghAQpYc8,86,5:10am,true,manual,5:10am
w9vCdTy-0q0,30,5:10am,true,manual,5:10am
J8v_s52EvKY,99,5 10am,false,manual,5:10am
NzkKr1nZY88,221,5 10am,false,manual,5:10am
u-IcB05a_P8,1773,5 10am,false,manual,5:10am
S-yBUlyPE8E,48.4,"5,10am",false,manual,5:10am
OC2lcUPoGTE,82.4,"5, 10am",false,manual,5:10am
XFZp1qappo4,515,5 10am,false,manual,5:10am
GKyS7sMzWdk,708.3,5 10am,false,manual,5:10am
ujMz1agkzqs,809,5 10am,false,manual,5:10am
hK2akzZwMEY,200.9,5: 10AM,false,manual,5:10am
OdUKHy3G98E,4000.9,5 10am,false,auto,5:10am
_edmcdKdDtw,209.4,5 10am,false,auto,5:10am
EU1JQ_fLhZY,2942,5 10am,false,auto,5:10am
c6xE4ZW8J04,2355.3,5 10am,false,auto,5:10am
1ohHth5ACDU,218.2,5 10am,false,auto,5:10am
6ejFKT_tWXQ,945.4,5:10PM,true,manual,5:10pm
s-Mrci8DKsI,514,5:10pm,true,manual,5:10pm
iz2MxeUS3RQ,509.7,5:10pm,true,manual,5:10pm
-TrqX3LHiBU,2116.4,5:10pm,true,manual,5:10pm
U8xVQi2mzls,534.9,5:10PM,true,manual,5:10pm
zDiEAx8r9o8,1585.8,5:10PM,true,manual,5:10pm
KRDvC6sg53w,476.2,5:10pm,true,manual,5:10pm
Vn-f727GBW0,1100.3,5:10pm,true,manual,5:10pm
Cpwnlc9RnGA,1133.6,5:10PM,true,manual,5:10pm
ZG-qYCo2r5E,739.9,5:10pm,true,manual,5:10pm
XNBk6gOlX10,52.9,5:10pm,true,manual,5:10pm
YsDuFyICo0U,23,5:10pm,true,manual,5:10pm
-2r_ELjh1mQ,904.2,5:10pm,true,manual,5:10pm
DuDOz3t6Cqs,722.9,5:10pm,true,manual,5:10pm
kgP76KT7KVM,3499.4,5:10PM,true,manual,5:10pm
tzor9ZHhIT0,104,5:10PM,true,manual,5:10pm
CZYHJQcLQ8k,303.6,5:10PM,true,manual,5:10pm
4FulxFzJ_QM,963,5:10pm,true,manual,5:10pm
BJVVV_2GQYE,248.8,5:10pm,true,manual,5:10pm
VXafS92JPdQ,439.7,5:10pm,true,manual,5:10pm
mOhK1u0iiHM,550.3,5:10pm,true,manual,5:10pm
1qO8B01BUlU,93,5:10pm,true,manual,5:10pm
pWMYQlytsEs,100.6,5:10pm,true,manual,5:10pm
jcj_EiMDxdw,436.1,5:10pm,true,manual,5:10pm
DOpltOIPuD8,86.1,5:10pm,true,manual,5:10pm
ZX2gffT_MyY,92,5:10pm,true,manual,5:10pm
3EAKkh6P_ds,28.3,5:11am,true,manual,5:11am
2etOQnXRbjE,78.7,5:11AM,true,manual,5:11am
meII_m9dwng,949.7,5 11am,false,manual,5:11am
YHSX5_vLR8Q,53.2,"5, 11am",false,manual,5:11am
qLigAxtTb3M,5506,5  11Ám,false,manual,5:11am
207KaT7gCbo,45.1,5-11am,false,manual,5:11am
S1oNLQol0vQ,447.6,5             11am,false,auto,5:11am
mQ3Q5zfqHB8,98.5,5 11am,false,auto,5:11am
CaQerAjbc8o,112.2,5 11am,false,auto,5:11am
PTSFA6x0akI,418.2,5             11am,false,auto,5:11am
vjvmQYikO-o,5318.6,5              11am,false,auto,5:11am
HOOpfoa_khQ,294.8,5 11am,false,auto,5:11am
5wjkvrH1W3w,462.8,5:11pm,true,manual,5:11pm
iJWQvCRocaw,94.5,5:11pm,true,manual,5:11pm
RGo8MIBgMQ8,1584.8,5:11pm,true,manual,5:11pm
48f1zUf1e6o,48.4,5:11PM,true,manual,5:11pm
QfnoHEfwUqg,381.3,5:11pm,true,manual,5:11pm
0OJpPowQ09o,649.3,5-11pm,false,manual,5:11pm
NbD9SNxGzxM,472,5 11pm,false,auto,5:11pm
ZDZ8Pj5SqWs,30.2,5:12AM,true,manual,5:12am
OP4r5dXJl0k,50,5:12AM,true,manual,5:12am
rEcmpyLlrgU,3.4,5:12AM,true,manual,5:12am
BkPdPC2PrBI,134,5:12am,true,manual,5:12am
1eL278amrAM,91.4,5:12am,true,manual,5:12am
E4fdgQy2INo,453.1,5:12am,true,manual,5:12am
enrR7QJdSg4,455.6,5:12am,true,manual,5:12am
G2ItJ3ZEll0,208.8,5:12AM,true,manual,5:12am
Fcv6Ag08CZw,1280.2,5 12am,false,auto,5:12am
vVDtxPhhVK8,615.8,5:12PM,true,manual,5:12pm
nNJou-jjPz4,45.1,5:12pm,true,manual,5:12pm
crb0xz5MxyI,47.3,5:12pm,true,manual,5:12pm
HgiQ4c6R9i0,211,5:12PM,true,manual,5:12pm
2ojfYigV-uY,260.2,5:12PM,true,manual,5:12pm
kiNXj4Ip18I,184.4,5:12PM,true,manual,5:12pm
l1yRjrAH-8o,439.3,5:13AM,true,manual,5:13am
Gb0b8TyM144,509.4,5:13am,true,manual,5:13am
fJeEMKl777Q,84.6,5:13pm,true,manual,5:13pm
zCdg4oue0RI,39.4,5:13pm,true,manual,5:13pm
Ylwrp2WIx2A,73.9,5:13pm,true,manual,5:13pm
syYaQ25Eivk,106.8,5:13pm,true,manual,5:13pm
uDqV1BW659I,581.5,5:13pm,true,manual,5:13pm
6g47GT0X2J8,2.9,5:13PM,true,manual,5:13pm
n_Kz7T9_3sU,50.6,5:13pm,true,manual,5:13pm
9buBa_FIhms,319.5,5:13pm,true,manual,5:13pm
v8SzDF-yX9A,126.8,5:13pm,true,manual,5:13pm
QfnoHEfwUqg,410.7,5:13pm,true,manual,5:13pm
WbfFIsuqvGQ,456.1,5 13pm,false,manual,5:13pm
myyBb1tRusg,800,5 13pm,false,manual,5:13pm
vfvjWzqgNbg,63.6,5:14am,true,manual,5:14am
gt3deBozo1A,134.9,5:14am,true,manual,5:14am
s4YoKsC9Jn8,61,5:14am,true,manual,5:14am
S_xrbhqv3Cw,0.4,5 14am,false,manual,5:14am
2FvrnbyXYJI,3027,5 14am,false,auto,5:14am
9UmcSblvpzg,87.4,5:14PM,true,manual,5:14pm
3uTOkrTI6Ek,39,5:14pm,true,manual,5:14pm
TvLi5E22yCs,4423,5:14pm,true,manual,5:14pm
NAhuCa3sFfs,363.3,5:14pm,true,manual,5:14pm
4bTC9LRPsPk,78.2,5:14PM,true,manual,5:14pm
VbYX_74xRlc,4449.9,5:14pm,true,manual,5:14pm
1J_3fMCKdDE,4423,5:14pm,true,manual,5:14pm
w84cBhj4BgU,174.7,5:14PM,true,manual,5:14pm
8kKj4Q1EzeA,1383.8,5:14PM,true,manual,5:14pm
QfnoHEfwUqg,467.7,5:14pm,true,manual,5:14pm
h4bz-c0JjjA,108.1,5 14pm,false,manual,5:14pm
UtjXfop64d8,1271.3,5:15am,true,manual,5:15am
YA1gijXS4YA,930.8,5:15am,true,manual,5:15am
muqxIunSITY,295.9,5:15AM,true,manual,5:15am
3agIuX-a8Ko,526.5,5:15am,true,manual,5:15am
_HWW9LXQ4fw,517.8,5:15am,true,manual,5:15am
wR8dCiDtrjk,779.2,5:15am,true,manual,5:15am
D6A2tCwn-AI,294.4,5:15am,true,manual,5:15am
-ELc3-ihOzo,1158.6,5:15am,true,manual,5:15am
MHoeqDKRrwA,91.8,5:15am,true,manual,5:15am
MwzX6Mw4V_8,157.1,5:15am,true,manual,5:15am
TV3DcSlMX80,613.9,5:15am,true,manual,5:15am
0LOX3rbV0Rk,5.8,5:15am,true,manual,5:15am
qnnvxPsuhds,36.3,5:15AM,true,manual,5:15am
IHL03FcZouk,388,5:15am,true,manual,5:15am
hrta7J0xFs4,840.4,5:15am,true,manual,5:15am
HFBdSG4cUDU,715.1,5:15AM,true,manual,5:15am
9twUv5f0bTw,456.5,5:15am,true,manual,5:15am
awOW2PS-6IQ,136.9,5:15am,true,manual,5:15am
wYuHnBzljdA,1009,5:15am,true,manual,5:15am
OP4r5dXJl0k,98.5,5:15AM,true,manual,5:15am
SK_LP5r77X4,2016.1,5:15am,true,manual,5:15am
8qX5nA92o-o,41,5:15am,true,manual,5:15am
LIZhD4901ic,7.3,5:15am,true,manual,5:15am
wRipZ8HIVxI,334.8,5:15am,true,manual,5:15am
FkfWGioidWc,30.7,5:15am,true,manual,5:15am
VkxqEG9-0ek,107.8,5:15am,true,manual,5:15am
D4gU7KzMEgE,36.6,5:15am,true,manual,5:15am
0MDaZKxROC0,190.7,5:15am,true,manual,5:15am
Ef-SuEy5XDg,180.1,5:15am,true,manual,5:15am
q1aelPRtZVE,2843.3,5:15pm,true,manual,5:15pm
DydBmjqqT7U,320.7,5:15pm,true,manual,5:15pm
BeX1IX65VDI,2482,5:15pm,true,manual,5:15pm
6TH9wThw9FQ,33.6,5:15PM,true,manual,5:15pm
TtfeyJjcEpw,230.1,5:15pm,true,manual,5:15pm
NIOHyKRaB1c,589.6,5:15pm,true,manual,5:15pm
muqxIunSITY,295.9,5:15PM,true,manual,5:15pm
w3Er5tu_7Rg,2871,5:15PM,true,manual,5:15pm
-OCrRErNEgs,327.4,5:15pm,true,manual,5:15pm
fh-zzNy4Fts,397.2,5:15pm,true,manual,5:15pm
iHRFamGqgyI,749.7,5:15pm,true,manual,5:15pm
88BRQiZ54u8,991.6,5:15pm,true,manual,5:15pm
a9coWLGBaaY,586.9,5:15pm,true,manual,5:15pm
D6U27JZD0Lc,360.7,5:15pm,true,manual,5:15pm
IBl15polpp8,171.4,5:15pm,true,manual,5:15pm
VnTRmhHQgR0,267.6,5:15pm,true,manual,5:15pm
DoMfHswNoYk,112.1,5:15pm,true,manual,5:15pm
cTFjGlx0K4I,26,5:15PM,true,manual,5:15pm
YeaR6oF6IIc,240.2,5:15pm,true,manual,5:15pm
qQq0X-95Qzo,63,5:15pm,true,manual,5:15pm
4if3SczXy8Q,70.5,5:15pm,true,manual,5:15pm
4FfBONXtJdw,1470.3,5:15pm,true,manual,5:15pm
LHQfgji-Jaw,326.6,5:15pm,true,manual,5:15pm
dWti20uo5Yo,51.9,5:15PM,true,manual,5:15pm
VSL6UcV5EXA,78.7,5:15PM,true,manual,5:15pm
Y2a_2pz2nbI,21.6,5:15pm,true,manual,5:15pm
HVy0drQzC8c,325.9,5:15pm,true,manual,5:15pm
8ViywbICm5k,65,5:15pm,true,manual,5:15pm
1HJ0qK-IzP4,81.8,5:16AM,true,manual,5:16am
Id8z2w2J6Xk,179.2,5:16am,true,manual,5:16am
HQEmUmR8cOo,40.3,5:16am,true,manual,5:16am
JtSxYJv2ZhA,70.3,5:16am,true,manual,5:16am
XklTT4Ldzzw,36.7,5 16am,false,auto,5:16am
RExVSpMdkfY,2326.2,5 16am,false,auto,5:16am
LFfSMRDi5aU,194.4,5 16am,false,auto,5:16am
UNDkfqRNFoc,1711.8,5 16am,false,auto,5:16am
tV5nPMA67F8,160.5,5:16pm,true,manual,5:16pm
w6TtIMeBEvc,688.4,5:16pm,true,manual,5:16pm
WQzKvN9UvSs,22,5:16PM,true,manual,5:16pm
u1QaPqNWQeY,648.1,5:16PM,true,manual,5:16pm
qT64yuuJHkA,307.4,5:16pm,true,manual,5:16pm
R6te4eqIVwY,215.8,5:16pm,true,manual,5:16pm
yT1du7wvWdU,127.6,5:16pm,true,manual,5:16pm
QSRxc-lZL9Y,96.2,5:16PM,true,manual,5:16pm
al0kqMxPCUA,448,5 16pm,false,manual,5:16pm
jmgMULT0YXg,6870.2,5 16pm,false,auto,5:16pm
OP4r5dXJl0k,53.3,5:17AM,true,manual,5:17am
Na_V9BzCyxo,188.2,5:17AM,true,manual,5:17am
nupxF7jbWhU,825.2,5:17am,true,manual,5:17am
F0FnGVWNTfA,96.7,5:17am,true,manual,5:17am
0s2vGGxBcPk,368.1,5:17am,true,manual,5:17am
Tiq7snyEc98,31.4,5:17am,true,manual,5:17am
TbZSwjk1Kl4,111.8,5             17am,false,auto,5:17am
-VexdJ-VWcs,3481.4,5 17am,false,auto,5:17am
qyp7CwU3EQc,981.3,5 17am,false,auto,5:17am
ZmUFAsyNkr8,173.2,5 17am,false,auto,5:17am
hVNJ460BCcA,2046,5 17am,false,auto,5:17am
_wjJhKdRHcI,8722.2,5              17am,false,auto,5:17am
ScoXTUZKWrA,1853.2,5 17am,false,auto,5:17am
c4F0CEizKOg,25,5 17am,false,auto,5:17am
5oXNj13E8z0,869.9,5:17pm              - 5:17pm,true,manual,5:17pm
8VuR0hGKlBM,156.7,5:17pm,true,manual,5:17pm
uBU_vSYfVO0,605,5:17pm,true,manual,5:17pm
S6-uc1Qh2EI,383.4,5:17pm,true,manual,5:17pm
yPXomTLoAMI,619.2,5:17pm,true,manual,5:17pm
THgc3HAtChw,270.1,5:17pm,true,manual,5:17pm
0zXhMOmOvUA,198.1,5:17PM,true,manual,5:17pm
QfnoHEfwUqg,512.7,5:17pm,true,manual,5:17pm
yVOINwjyY0o,69.3,5 17pm,false,manual,5:17pm
uDOehXeyTcE,257.4,5 17pm,false,manual,5:17pm
G-eMhq7ZKUs,73.8,5 17pm,false,manual,5:17pm
S00AgfwjwFM,1064.7,5 17pm,false,manual,5:17pm
QWV-1o_poZM,20.2,5 17pm,false,auto,5:17pm
cpiCMmg_WDA,1550.7,5 17pm,false,auto,5:17pm
_6NTCsms-wM,7.1,5:18am,true,manual,5:18am
iIZwXtdmbm4,395.1,5:18am,true,manual,5:18am
7155miWhTns,54.9,5:18am,true,manual,5:18am
x8mSR9iAm74,353.4,5:18AM,true,manual,5:18am
A6qeU-dPWB0,2236.2,5 18am,false,auto,5:18am
vGaKrD3H8OQ,27.1,5:18pm,true,manual,5:18pm
ZRE-Ny5AaM0,4539.3,5:18PM,true,manual,5:18pm
QwhUIEPEm3k,674.1,5:18PM,true,manual,5:18pm
e-EDvvyoo5I,146.7,5:18PM,true,manual,5:18pm
7QRBBiHGhzU,353.9,5 19am,false,auto,5:19am
nE286Gz58M0,1561.1,5:19pm,true,manual,5:19pm
XFDO8PktEqk,18.3,5:19pm,true,manual,5:19pm
2ThPKsmJufg,5.5,5:19pm,true,manual,5:19pm
zM_1_y4LCHU,448.5,5 19pm,false,manual,5:19pm
QowKXvyn-FQ,2485.8,5 19pm,false,auto,5:19pm
mo1R2mJX-sE,419.3,5:20am,true,manual,5:20am
nlff-7HfLso,259.8,5:20am,true,manual,5:20am
lCHYOadMdeM,570,5:20am,true,manual,5:20am
k0ekW7GkLZs,828,5:20am,true,manual,5:20am
Sm5p2K9eW9o,1762.9,5:20am,true,manual,5:20am
PVwIr8CUfj4,33.8,5:20AM,true,manual,5:20am
awOW2PS-6IQ,140,5:20am,true,manual,5:20am
765QoOaEeLQ,111.3,5:20am,true,manual,5:20am
O2jS7iuq0oA,457.2,5:20am,true,manual,5:20am
6ynV36DgNrw,155.1,5:20am,true,manual,5:20am
A7WOQKvMJx8,363.8,5:20am,true,manual,5:20am
Cdztt_dercM,549.4,5:20am,true,manual,5:20am
8pSS29cUC-M,84,5:20am,true,manual,5:20am
i-buldDQfSI,48.4,5:20am,true,manual,5:20am
Wsl0_piQjQU,8.3,5:20am,true,manual,5:20am
43ml99G4LWA,48.1,5:20am,true,manual,5:20am
FH_U3UsX-eQ,893.3,5:20am,true,manual,5:20am
CV8zB8kEObg,214.5,5:20am,true,manual,5:20am
zwn2WDGeWrI,32.3,5:20am,true,manual,5:20am
Q5W2Fw1zDJ4,36,5:20am,true,manual,5:20am
nsJWDTaidQM,60.3,5:20am,true,manual,5:20am
H7P0SMBl0sY,24.3,5:20am,true,manual,5:20am
j4WiZE2pTJs,97.8,5:20AM,true,manual,5:20am
Aq2wBY5UThM,636.3,5 20am,false,manual,5:20am
RMlWF2KOC_4,4.1,5 20AM,false,manual,5:20am
lZN_NGoOoWk,490.8,5 20am,false,manual,5:20am
u-IcB05a_P8,1701.3,5 20am,false,manual,5:20am
f5ggUHcePxU,480,5 20am,false,manual,5:20am
n_fp5kaVYhk,1918.9,5:20pm,true,manual,5:20pm
U3x9e0iLWvM,246.7,5:20pm,true,manual,5:20pm
JKBJW7IglDg,202.7,5:20pm,true,manual,5:20pm
tKtBgo3tK58,447.4,5:20PM,true,manual,5:20pm
xCFCWeVgAtk,43.9,5:20PM,true,manual,5:20pm
BsDtvu2uTuA,2069.5,5:20pm,true,manual,5:20pm
yTl8DObN27Y,2940.9,5:20pm,true,manual,5:20pm
LvG7EcRLuT0,74.3,5:20PM,true,manual,5:20pm
Ai8bb1559Q8,486.2,5:20pm,true,manual,5:20pm
vGaKrD3H8OQ,11.3,5:20pm,true,manual,5:20pm
ZyHL_RAzBf0,260.1,5:20pm,true,manual,5:20pm
5p3KbGxpjLE,748.7,5:20pm,true,manual,5:20pm
ZDZ8Pj5SqWs,64.3,5:20PM,true,manual,5:20pm
XewIqAVX-sU,911.3,5:20pm,true,manual,5:20pm
xfwiTaXo77k,231,5:20pm,true,manual,5:20pm
wpocbVXZVSo,29.3,5:20pm,true,manual,5:20pm
IeUlkSHEJHs,774.1,5:20pm,true,manual,5:20pm
MJ-8tLPWSpg,1179.8,5:20PM,true,manual,5:20pm
Ppk4eRjiS9U,336.8,5:20pm,true,manual,5:20pm
mNF1kg9azQw,327,5:20pm,true,manual,5:20pm
TVpoSJCdjV0,427.8,5:20pm,true,manual,5:20pm
r_WKVhShtYk,614.3,5:20PM,true,manual,5:20pm
XDt-er4PcwA,445.1,5:20pm,true,manual,5:20pm
vzYZwTgF7bU,93,5:20pm,true,manual,5:20pm
NJ8l2QHui98,373.7,5:20pm,true,manual,5:20pm
Ws9ZorJVvr4,654.8,5:20pm,true,manual,5:20pm
dG7Hkg1XKz0,831.2,5:20pm,true,manual,5:20pm
2TfpZbMWPv8,258.5,5:20PM,true,manual,5:20pm
lM0HU6QsIo4,55.6,5:21am,true,manual,5:21am
oknT6xQIrn4,183.1,5:21am,true,manual,5:21am
mpNyoYDyPSw,215.1,5:21am,true,manual,5:21am
Jw4jUAt7-ko,38.1,5:21am,true,manual,5:21am
FOrIQtcgV-8,431.9,5:21am,true,manual,5:21am
QYTR1Pp8QwA,226.6,5 21am,false,auto,5:21am
