title,artist,value,verified,time,pageviews,timeWords
Fal$e Teacher$,Shai Linne,"me when you criticize them
But Jesus told us: Matthew 7:16, we can recognize them!
And God forbid that",false,7:16,53140,
,,,,7:17,,
Waiting for the 7.18,Bloc Party,"Waiting for the 7:18
January is endless
Weary-eyed and forlorn
The Northern Line is the loudest
Sitting in",false,7:18,9815,
,,,,7:19,,
For Whom the Belly Tolls,Los Campesinos!,"reason to grandstand)
File me alongside the obscene
It's 7:20, Monday morning
I look to the man with",true,7:20,7235,
​​sleepwalking,​guardin (Ft. Flowars),"get clapped
You just wanna run with the big dogs
7:20 PM on my wrist watch
Sippin' on some",true,7:20,,
Stanza 365,Fred De Palma,"più bravo a stare ai party
Sono già tipo le 7:20
Fare ste serate mi uccide
Sono vittima degli",false,7:20,14142,
Exit Does Not Exist,Modest Mouse,"me lyrics to this song that I am saying
Sunlight, 7:20 PM, early September
Standing looking at a photograph",false,7:20,11496,
Simt nevoia să consum alcool de dimineață,Codrin,"nu mai pot să scap, drace, am devenit alcoolic
Ora 7:20, io am spart vreo șase beri
Da' îi",false,7:20,5358,
,,,,7:21,,
Прованс (Provence),Ёлка (Yolka),"планах у меня
Всё, видимо, немного круче
Ведь завтра в 7:22 я буду в Борисполе
Сидеть в самолёте и",false,7:22,23586,
,,,,7:23,,
,,,,7:24,,
Не интересно (No fun),Вокруг фонарного столба (Vokrug fonarnovo stolba),"7:25, ты начинаешь день
Уставший от себя, уставший от людей
Ты покидаешь дом, надеясь, что найдёшь
Хотя бы что",true,7:25,,
2017 haywoodindahood Listening Log,Gerald Haywood,"Last updated: 12/23/2017, 7:26 PM MST
January
Marqo 2 Fresh - Rockstar/Trapstar (2017)
Hoodrich Pablo Juan - Designer",false,7:26,,
Death Before Dishonor,Omar Sterling,"INTRO
Yo Duckhorn what be the time?
7:27...real time
VERSE ONE
Death before dishonour
I promise on my",false,7:27,18878,
I don’t want to have to compromise my morals in order to make a living,Grimes,"stuff can be lame sometimes but its really cool to have this support <3
7:28 pm • 23 April 2013 ",true,7:28,,
,,,,7:29,,
​goosebumps,Travis Scott (Ft. Kendrick Lamar),"Yeah
7:30 in the night, yeah
Ooh, ooh
I get those goosebumps every time, yeah, you come around, yeah",true,7:30,5282829,
2009,Mac Miller,"You don't ever gotta worry
Even when it's 7:30 and the time is runnin' low
When your",true,7:30,969377,
Who That Be,Rich Brian,"roll on me, you gon' end up in the sea
7:30, wake up, skrt up in the lobby then",true,7:30,746170,
По глазам (By the eyes),SLAVA MARLOW,"хватит слов, что я сказал
(Не вижу смысла врать)
В 7:30 утра автобус врезался в автомобиль марки Suzuki, и",true,7:30,743140,
Vice City,Jay Rock (Ft. Black Hippy),"nine o'clock
So I had to shake her 'round 7:30
105, I'm stomping fast
With these big",true,7:30,567700,
B.I.D,Tory Lanez,"no comin' back
I might pull up to her block, 7:30
And fuck her once, I know I'll",true,7:30,141830,
LA COMBI VERSACE,ROSALÍA (Ft. Tokischa),"para Gianni)
Más fría que tu baby mama
Nos fuimos 7:30
Llego a la Met en pony
Pa' que",true,7:30,103661,
Слюни (Hammered),Скриптонит (Skryptonite),"вы все пиздец, в тренде, но в ёбаный вторник в 7:30
В тренде лишь мозги и желание заработать, тупица",true,7:30,103248,
Trap by My Lonely,Squidnice,"I'ma kill him when I'm see him, go 7:30 PM
Swear to god he a bitch nigga",true,7:30,102142,
Żółte flamastry i grube katechetki,Mata,"niegrzeczni
I wymieniają figurki z Lego na naklejki
Codziennie o 7:30 był apel, a potem różaniec
Najpierw uczyli nas",true,7:30,98169,
Red and Gold,MF DOOM (Ft. King Geedorah),"dirty chick with make-up
Bail out quick for the 7:30 wake-up
My only backup was an A",true,7:30,81177,
Pillz,Gucci Mane (Ft. Mac Bre-Z),"kush by the bale so you kno might shit tight
7:30 in the morning on an all-night flight",true,7:30,66650,
Going Back To Cali,The Notorious B.I.G.,"now it's a quarter to six we got the 7:30 flight
Mmm, (mumbling) yeah
Yo Big, Big, Big",false,7:30,373877,
When You Die,MGMT,"nice again
Don't you have somewhere to be at 7:30?
Baby, I'm ready, I'm ready, ready",false,7:30,290354,
Brick,Ben Folds Five,"and I'm drowning slowly
They call her name at 7:30
I pace around the parking lot
Then I",false,7:30,214823,
Fool,Cavetown,"Oh
O-oh
Mm-mm-m
Cycling to school at 7:30 in the morning
I am still your baby",false,7:30,196096,
Roger That,Young Money,"mountain high Colorado in this bitch with me
Flow crazy 7:30, you just 6:50
Twenty bullets from the",false,7:30,164335,
All Eyes On Me,"AKA (Ft. Burna Boy, JR (JRafrika) & Da L.E.S (SA))","ain't fuckin' what you here for?
I got a 7:30 shuttle to the airport, therefore
Twerk contest, I",false,7:30,102546,
Halo,Delusional Thomas,"worried
Already plan to kill myself when the clock hits 7:30
My head is dirty, took a suicide dive",false,7:30,73771,
Jessica,The Allman Brothers Band,"transition}
{6:01-6:22 Second theme – bridge}
{6:23-7:00 Main theme}
{7:02-7:31 Outro}
The",false,7:31,26925,
Already Ready,Dan + Shay,"coming with me, girl
And I know it's only 7:32 but looking at you
I'm already ready",true,7:32,,
​pay attention!,​underscores,"What you tryna do? (What you tryna do, yuh yuh)
It's 7:32 on a Saturday
Is it chilly",true,7:32,,
Так хорошо (So Good),ENIQUE,"Это пугает совсем
Ведь я обязан думать совершенно о другом
7:32 в метро, давят со всех сторон
И тут",true,7:32,,
De Callao,Percless,"Son las 7:32 en Córdoba, miércoles, 21 de diciembre
Primer día del invierno
Previsión meteorológica: 3 grados centígrados
To",true,7:32,,
Счет (Account),​withoutsoul (Ft. Formsound),"я ныряю туда, куда почему-то тянет
На часах 7:32 — снова, я, бля, не в себе
На часах 7",false,7:32,,
Loft Life / Text Interlude,Marcus Velazquez,"You just do you, that's the right thing
Sent 7:32 PM
Is the mascara running and waste of",false,7:32,,
A Treatise on Cosmic Fire,Todd Rundgren,"3:50
III. The Fire of Spirit or Electric Fire – 7:33
I.   The Internal Fire or Fire by Friction",false,7:33,,
Loft Life / Text Interlude,Marcus Velazquez,"dress amazing don't fret about looks, keep your nose in the books. You're fantastic.
Sent 7:33 PM ",false,7:33,,
I Wanna Go Home,Ugly Duckling,"I spot a cookie in the kitchen drawer
And at 7:34 I'm out the door
Sitting in traffic",false,7:34,,
One Of Us,JUST BANG (Ft. Big Sad 1900 & Philthy Rich),"Ayy
We in LA, man
1900
7:34 PM
It's Tuesday, nigga, I got court tomorrow, nigga
You know",false,7:34,,
Ode to No City,Markus (Ft. Talya & ZGB),"cold that I’m rushing to enter
Shit, it’s 7:34
They locked the side door
Drag my feet",false,7:34,,
Live with Me,The Rolling Stones,"century
Well, they queue up for the bathroom
'Round about 7:35
Don't you think we need a woman",false,7:35,22167,
Notty Headed Nigguhz,Artifacts,"driveby
But I fly zones, and shine like chrome, on 7:35
I, play my Hi-Fi, volume up sky",false,7:35,,
Live With Me (Live),The Rolling Stones,"century
Why they queue up for the bathroom
Around about 7:35
Don't you think we need a woman",false,7:35,,
January Sun,Vanden Plas,"searching for the way to January sun?
January sun
X - 7:35 - now I'm zero
Here is something to",false,7:35,,
The Show,Em C (Ft. Ladybug Mecca),"At 7:00 I'm off to the radio station
7:35, on the air live
Hopped in the cab",false,7:35,,
After the Fact,LMNO & Evidence (Ft. Oh No),"I'd like to welcome you to Long Beach, CA
The time is 7:35 am, we'll be taxi",false,7:35,,
Live With Me (Live 1971),The Rolling Stones,"century
Well they queue up for the bathroom
Around about 7:35
Don't you think we need a woman",false,7:35,,
Far From Home (Skit),Stevie Stone,"do not get out of the car
[Police officer] its 7:35, step it up. I got a verbal 29",false,7:35,,
My Favourite Day,Fickle Friends,"reminded
Of laying awake 'til it was time, rule of 7:35
Get excited hearing Elvis in the kitchen
Ice",false,7:35,,
Live with Me (Live 2005),The Rolling Stones,"century
Well they queue up for the bathroom
Around about 7:35
Don't you think we need a woman",false,7:35,,
Take It Back,Logic,"back to about 1990
Shady Grove Hospital in Rockville, Maryland
7:36 a.m., where a biracial baby was born",true,7:36,409033,
0.G. (Original Game),C. Tangana,"mejores cien metros: fracasos y huidas
My own tracks, son
7:36, Young Love King
La vida aún le predice",true,7:36,,
I Would Rather,Jazz Emu,"to wake you up
At 07:09
To catch that 7:36
Service to Stoke
Do you maybe wanna give",false,7:36,,
The Biggest Ball of Twine in Minnesota,"""Weird Al"" Yankovic","see the biggest ball of twine in Minnesota
Finally, at 7:37 early Wednesday evening
As the sun was setting",false,7:37,7713,
Catch Me At The Brook,Sho Baraka (Ft. Lecrae),"but your soul's never satisfied /
VERSE 4 (Lecrae): John 7:37 / Psalm 86:11 / Catch me at the Brook",false,7:37,,
​split,​georgee,"miss us
Why you always runnin' again, again?
It was 7:37 when you called me, 7:38 when I",false,7:37,,
Бесконечное множество простых чисел (Infinite Set of Primes),Синекдоха Монток (Synecdoche Montauk),"Полностью голый, только имя
В 7:37 из пункта ""А"" в пункт ""В""
В точке ""С"" машина сбила гражданина
Выходящего",false,7:37,,
Excc,M1222,"7:37 утра
Кхм-кхм, как меня слышно, я вас не вижу (Я вас не вижу)
Эй, что ты мне",false,7:37,,
Деньги (Money),Фейкез (Fakez),"7:37 утра
Кхм-кхм
Как меня слышно, я вас не вижу (Я вас не вижу)
Эй, что ты мне",false,7:37,,
Воплощаю (I embody),Фейкез (Fakez),"7:37 утра
Каждый день я воплощаю жизнь мысли с головы
Чтобы понять мои проблемы - в моём теле поживи
Принимаю",false,7:37,,
Candy,Far East Movement (Ft. Pitbull),"turn at
She said she got to be the worse, 7:38
I'm ready, you ready, let's play",true,7:38,,
Nokia,$orr¥,"wire
My bae like Yonce and Kim K inspired
Damn, 7:38 on the sand
Cocaine got her so bland",true,7:38,,
Nothin’ Song,Alice in Chains,"Began this take at 7:38
Head hit the board, enough that it aches
Wonder should I be workin' so",false,7:38,16129,
Help! - Film Script,The Beatles,"6:25
(Engine revs)
6:25 - 7:38
(Clock ticks)
7:38 - 7:51
(Thuds)
7:51 - 7:55
Hey",false,7:38,8564,
Apple Juice,Oscar Lang,"Waking up, pouring apple juice
(Oh)
(Ha ha ha)
(Right now it's 7:38, it's 70 degrees outside",false,7:38,,
SUNDOWN,DAISY WORLD,"t seem to bet anything
But now it's hitting 7:38 on the clock
Suddenly this shit be bubbling",false,7:38,,
2Pot Screama – A Rock Opera In One Act,TISM,"s stereotyped, they told me to shut up
It's 7:38 precisely – oh, it's just gone 39;
Soon",false,7:38,,
​split,​georgee,"miss us
Why you always runnin' again, again?
It was 7:37 when you called me, 7:38 when I",false,7:38,,
[untitled],Mike Krol,"Oh hi Mike it's just Bradford,
I'm calling you from New York City
It's 7:38 P",false,7:38,,
The Water Is Alive,Petra,"Based on John 4:10,13-14, John 7:38
Gazing out across this desert world
There are thirsty souls",false,7:38,,
Pretty Long Time (Forever),Charles Hamilton,"hell
Money sells and I'm a clock stuck at 7:38
Watch what's up, it's like heaven",false,7:38,,
Benghazi Talking Points Revisions - 9/14/2012,News Genius (Ft. Central Intelligence Agency & Th​e White House),"a demonstration and encouraging jihadists to break into the Embassy
7:39 pm
Spokeswoman for the State Department, Victoria Nuland",true,7:39,,
Nicki Minaj Interview 6-4-12,Funkmaster Flex (Ft. Nicki Minaj),"7:39 PM
[In unusually subdued voice.] ”New York, New Jersey, Connecticut, what’s going on? So, today, New York",false,7:39,,
Intercity,Baci Ovunque,"un uomo
Prima fermata
'Na stronza di bambina mi urta
7:39 sarà ora di punta
'N mano 'na sigaretta",false,7:39,,
Hypno’s Lullaby WITH LYRICS (Full Week),"FNFLyricist (Ft. Boyfriend (FNF), Hypno (Creepypasta), Lost Silver (Creepypasta), Lullaby GF & MISSINGNO (Creepypasta))","Is that how you hypnotized him?
(Hypno in GF)
𝘐𝘯 𝘩𝘦𝘳 𝘮𝘪𝘯𝘥, 𝘐’𝘮 𝘶𝘴𝘪𝘯𝘨 𝘪𝘵 𝘭𝘪𝘬𝘦 𝘢 𝘱𝘶𝘱𝘱𝘦𝘵!!
Monochrome - 7:39 -> 10:12
(Silver)
𝗜’𝗠 𝗗𝗘𝗔𝗗
I sense a familiar presence",false,7:39,,
Speedy And Poncho,DJ Magic Mike & MC Madness,"We have a word from our sponsor
(Wednesday, May 22nd, 7:39 PM)
Oh, yeah, I-I-I told Richard",false,7:39,,
Sgt. Fester,DJ Magic Mike & MC Madness,"Wednesday, May 22nd
7:39 PM
Ah, yeah, I-I-I-I told Richard, uh, Magic Mike
Now man, man",false,7:39,,
Агент (Agent),Oxxxymiron,"это крот, вон сексот
Мой позывной запросит МИД: Агент Борат, 7:40
Все хором: иностранный агент
Миссия невыполнима
Лыбится портрет",true,7:40,341413,
Golden,We Came as Romans,"When our time was stolen
Our years were golden
7:40 and I'm staring at the ceiling
And I",true,7:40,,
Утопический социализм (Utopian socialism),Ленина Пакет (Lenina Paket),"пирожки
Конфеты и пирожные, на палочках петушки
Здесь Сигизмунд Кац 7:40 пляшет в лапсердаке
А Филипп Дович кушает мацу",false,7:40,,
Woke Up Like This,Loopy & nafla,"들
다 똑같은 짓
하긴 나름
7:40
내 morning
커피 대신
콜라",false,7:40,,
Простая русская история (Simple russian story),Леван Горозия (L’One),"рая
А я в большом городе, большие ставки
Встреча в 7:40 утра я буду в порядке
Простой парень с",false,7:40,,
2Pot Screama – A Rock Opera In One Act,TISM,"oh, it's just gone 39;
Soon it'll be 7:40 – know what happens at that time?
Reith:                                      I",false,7:40,,
Клуб для евреев (The club for jews),⁠babangida,"зале
Здесь в лабсердаках трясут задами
Танцуют хава нагилу в 7:40
Их некисло, блядь, прёт под мацой, е!
Это",false,7:40,,
Shake Your Shekel,MOZGI,"гарячої води
Хто у цьому винен, а? Скажіть?!
У них 7:40, у нас 4:20
У них Legalize це",false,7:40,,
ARMnHAMMER Propaganda,Ayesha Erotica (Ft. Unknown Artist),"Come through with about eight bricks of the sniff
7:40 in the garage, selling more than a lift
Coke",false,7:40,,
New Music Friday 12/11/15,Spotify,"Up feat. Killer Mike
ROMANS - This Might Hurt
Still Parade - 7:41
Charles Bradley - Changes
Superwalkers - Kings
Allie X - Never",false,7:41,,
La Bruja Borracha,Asspera,"Sábado. 7:35 A.M
Peter, llamame que no sé a dónde ir. Por favor
Sábado. 7:41 A.M",false,7:41,,
AKVK MIX,Araiguma,"SAIBOT (Prod. Swampkill)
6:43 - Another Jugg by Swampkill (Prod. ?)
7:41 - Bats Flying Out The Night by Swampkill & Bloody",false,7:41,,
GREED MIX,Araiguma,"6:48 - Sad Vamp Sex Music by *67 (prod. Astral)
7:41 - Sippin Mud by *67 (prod. ?)
9:00 - PoserK",false,7:41,,
4RC MIX,Araiguma,"Luci4 (Prod. 9lives)
6:20 - nomorewords by Luci4 (Prod. Luci4)
7:41 - XX pt. 3 by Luci4 (Prod. 9lives)
9",false,7:41,,
Let It Hurt,Rascal Flatts,"7:42 in the morning
8 seconds before it all sinks in
Put your best face on for the world",true,7:42,,
The Event,Wyler Adair,"s no point in seeing anymore doctors
Now it's 7:42, yeah 7:42, and I'm only just",true,7:42,,
For You,Mr. Lif (Ft. Michelle Shaprow),"I'm on the highway in Montana and it's 7:42
And daddy wrote a rhyme just for you",true,7:42,,
Something’s Missing,Original Broadway Cast of Come From Away,"health says
Clean it up - every part
So we start
7:42 a.m
Sunday
September 16th
After five days",false,7:42,26477,
Jalen McMillan - Genesis Review [10/10 Rating],Kurt Loder,"Transition to the hook, & the song reaching a time of 7:42 slowly sadly fades away......
This is my first",false,7:42,,
CRIMINAL,Felip (SB19),"myself, yah, yah
I'm so addicted, high on ya, 7:43, I'm not myself, yah
I swear to",false,7:43,7935,
Learning The Time Freeze,Demonic Thug (Ft. Bluukari),"me
Close my eyes for a second and it's 7:43 (yeah)
Fun is not a criminal offense
I",false,7:43,,
CRIMINAL (Superior Sessions Live),Felip (SB19),"myself, yah, yah
I'm so addicted, high on ya, 7:43, I'm not myself, yah, yah
I swear",false,7:43,,
Nonostop,Mofedre,"Lucas
It's Benzeal
25
Verse One
You checking up on me that made me happy oh yes
7:43",false,7:43,,
Daily,MattRRuiz,"shit they like I guess I got a different calling
7:43, probably wouldn’t be a bad idea to",false,7:43,,
Devouring,Cody Pope,"slaughter
Not fine, but making wine out of water
X2
7:43, how have I not left yet?
To crash",false,7:43,,
Link Up,Jay Shots,"shining hella bright oh that’s diamonds in my teeth
7:43 and I ain’t nowhere to be
Fucking",false,7:43,,
Nightfall,The Let Go (Ft. P.O.S.),"Got up this mornin' at like 7:45
I swear to christ i closed my eyes like 7:44
I",false,7:44,,
Reggie Watts: “Beats That Defy Boxes” Ted Talk,Reggie Watts,"fun one. It goes like this. (Beatbox) (Gibberish) (Music ends)
7:44
Okay, for the last piece I'd like",false,7:44,,
Dee Wee (My Friend The Massive Idiot),Adam Sandler,"bitch doesn't even bother calling
Even though it's 7:44 (I fell asleep, pally)
I'm feeling kinda",false,7:44,,
Yamborghini High,A$AP Mob (Ft. Juicy J),"it great
Yeah, hoes wanna fuck, car parked out front
7:45 on the fuckin' dot, your bitch down to",true,7:45,912535,
745,Vince Staples,"I'm in that 745
Hope I can come scoop you up 'round 7:45
Slide 'round with my drop",true,7:45,132120,
745 sticky,100 gecs,"yeah
Shit, I'm already broke and it's only 7:45 in the morning, yeah
Goddamn, what the fuck",true,7:45,65569,
ERYS,Jaden,"t think you will)
I bet I survive
It's 7:45, I'm kickin' rocks...
SYRE, sad story about",true,7:45,61160,
Been Getting Money,Jeezy (Ft. Akon),"thought it was a joke until I copped that 6
7:45 pull up in that bitch
Ever see a",true,7:45,17325,
745 sticky (Injury Reserve Remix),100 gecs,"yeah
Shit, I'm already broke and it's only 7:45 in the morning
Goddamn, what the fuck?
Feel",true,7:45,8190,
Friday,Rebecca Black,"Yeah)
Fun, fun, fun, fun
Lookin' forward to the weekend
7:45, we're drivin' on the highway
Cruisin' so",false,7:45,280448,
Starfish and Coffee,Prince,"It was 7:45, we were all in line
To greet the teacher Miss Cathleen
First was Kevin, then came",false,7:45,41927,
3 Shots,"Bobby Shmurda (Ft. Chinx, Hood Heffna & Rowdy Rebel)","legs out, we want them head shots
Like BLAOW
Nigga 7:45 done parked out of his house
Gun in",false,7:45,34921,
Welcome to the Mario Party,Starbomb,"in for the night
It's getting pretty late, almost 7:45
Hey everybody, I'm throwin' a party and",false,7:45,31552,
Before the World Was Big,Girlpool,"7:45 in the morning, I'm leaving my house
Trying not to think of all the ways this place",false,7:45,28988,
Panama Safe,MERO (Ft. Eno),"Mermi Speed, der Rest, er kann geh'n (Brr)
Damals 7:45 Uhr (Ja)
Mein Lehrer meinte, „Aus dir wird",false,7:45,17427,
Fry-Day (Black Friday Parody),Annoying Orange (Ft. Midget Apple),"partyin' (yeah!)
Hey, why aren't the brakes working anymore?
7:45 we're flying through the sky
Cruisin' so",false,7:45,15686,
Let’s Get Down,Bow Wow (Ft. Birdman),"thang)
I know you caught on late
But that's 7:45
Now shorty, now let's ride
Hop in",false,7:45,9773,
Friday (Remix),"Rebecca Black (Ft. 3OH!3, Big Freedia & Dorian Electra)","fun, fun, fun
Lookin' forward to the weekend
It's 7:45, we're drivin' on the highway
I got",false,7:45,7471,
Ellen Degeneres Remix,Lil B,"fuck me (swag), who said I'm lonely? (BasedGod) (swag)
7:45, fuck my bitch in the old school (okay",false,7:45,6479,
Like Me,The Game,"7:46, wake up, hand on my dick
Lakers lost by 30 last night, I'm talking shit
Roll up",true,7:46,,
Colts @ Broncos Live Blog,"Sports Genius (Ft. ChiddyShadyFiasco, ChrisSweatshirt, PedroNetto, ReguIarRy & ​xKylan)","Touchdown Denver! The Broncos now have a 3 TD lead.
7:46: Touchdown Indianapolis! Now the Colts are 2 TDs",true,7:46,,
Run It Up,GENEA,"diamonds drippin'
Rolex, bust down
Shawty call me, it was 7:46, i'm like ''who is this''
She say",false,7:46,,
Movie Moments,Dude Madison,"Get it quick, let it twist kill the shit by 7:46
10 minutes gone by now im on another",false,7:46,,
Save This Last Beat,Drew B (Ft. Cotton El Murkot),begins North Central was the spot I was conceived in. 7:46 sunrise the doctor reached and a star was,false,7:46,,
Black Maker: Make,Mykele Deville,"It's 7:46, I'm at my window crushing love into this morning spliff
Just watching the doves & seagulls",false,7:46,,
Booty is a Noun,David Sokolow,"terrible fortune tellers
Running like I run the school, mile 7:46
Shawty pull up to my house, yeah mozzarella",false,7:46,,
7:46 AM,Nerfonator,"7:46 yeah an artist was born
Even with split roots and a story that’s torn
I’m on",false,7:46,,
Saddlelight,Zeroh,"office
Play the boss like Michael Scott
For 28/11 7:47 on her watch she hollered out
Now blqbird",true,7:47,,
Like Dat,Matt Muse (Ft. AC NoEl & Mic West),"ask how we do it like...dat
Woke up at 7:47 feeling jumbo jet fly
You ain't higher",true,7:47,,
Clean It Up,Butthole Surfers,"up!
Goddamn!
I busted my elbow. It was horrible. [?] .. about 7:47 or 7... 7:52. I busted my... And",false,7:47,,
Internationally Yours,TQ (Ft. The Homies (Rap)),"Yeah, yeah, yeah, yeah
Here we go again
It's 7:47, y'all strapped in?
Off we go to",false,7:47,,
Where Are My Panties (Interlude),OutKast,"The morning after...
What time is it? 7:48!
Where, where are my, where are my
Where, where are my",false,7:48,40594,
Three Minutes of Ecstasy,Ninja Sex Party,"That's the night that it all goes down
From 7:45 to 7:48 PM in particular
'Cause that",false,7:48,5101,
The Panties,Amerigo Gazaway,"Wake up, wake up, wake up
What time is it? 7:48! Where, where are my where, where, where are",false,7:48,,
This is song number one,YOUNG DIAMOND,"song number one
right now its October the 20th at 7:48 pm this song is song number one
name",false,7:48,,
All Me,Dave Pracyse,got mine...listen/ I’m gazing at the lake its 7:48/ we got a resurvey at steak 48/ head,false,7:48,,
Maezi of Scythe Gang 666 009,"Thuggalo Show (Ft. Dot STRIFE, Humble Among & Maezi 666)","47 Becoming a musician
5:40 Being in a band
7:04 Learning how to play bass guitar
7:48",false,7:48,,
Bad Wine And Lemon Cake,Amanda Palmer (Ft. The Jane Austen Argument),"writing little songs to past the time
Which incidentally is 7:49
So don't you worry I'm completely",false,7:49,,
The Passenger,Stars,"7:49
Night train right on time
Climb the steel stairs
Absinthe brandy wine
Spirits moving in the steam
Compartment",false,7:49,,
"Orgullo, Pasión, y Gloria: Tres Noches en la Ciudad de México",Metallica,"29
10.	""The Unforgiven""  	6:17
11.	""All Nightmare Long""  	7:49
12.	""The Day That Never Comes""  	7:56",false,7:49,,
AKE,LemON (POL),"writing little songs to past the time
Which incidentally is 7:49
So don't you worry I'm completely",false,7:49,,
Hotline,Basin Hounds,"And I'mma keep on drowning till I'm drunk
7:49
She hit me on the line
Baby why",false,7:49,,
Tidal Wave,Jayce Cantor,"You hit me up at 7:49
Asking if I wanna hang inside
And it's the seventh time I",false,7:49,,
Field Trip (0 to 100 Remix),Dumbfoundead,"feely, askin' for a light show
Getting trippy till like 7:50
In the morning, we can hear the birds",true,7:50,8845,
Mission Statement,Chris Webby,"These wannabe rappers about to get ate like it's 7:50
Nobodies diss me? Fuck so what?
They just",true,7:50,7935,
Big Dog,Tory Lanez,"Lil' mama know I'ma pull up on her at 7:50, go 7:30
Who f'ing with me",true,7:50,,
Last Run,Yo Gotti,"t make it to Christmas behind five P's
At 7:50, there was thirty-seven fifty, I just wish",true,7:50,,
Mutual Butterflies,Ryan Trey,"doing on this fine summer evening
The time is now 7:50 and it's 76 degrees with a cool",false,7:50,68663,
It’s Too Late,The Streets,"she loved me and I did too
It's now 7:50, getting ready, better be nifty
Do my hair",false,7:50,17574,
Nagato,Drex Carter (Ft. Snøw),"wrist
Every second every dawn we watch the time slip
7:50 in the morn my mind be like this",false,7:50,,
This Is How,Funkoars (Ft. Masta Ace),"sound""
Hospice ""This how hip hop is supposed to sound""
7:50 ""This how hip hop is supposed to sound",false,7:50,,
Con Carne,​​evening’s. (PL),"o życiu? wiemy tylko tyle, że wynosisz z niego tyle sensu - co z nauki Esperanto
w XXXIV wieku.
7:51. ",true,7:51,,
Help! - Film Script,The Beatles,"6:25
(Engine revs)
6:25 - 7:38
(Clock ticks)
7:38 - 7:51
(Thuds)
7:51 - 7:55
Hey",false,7:51,8564,
Real Niggaz,Jeezy (Ft. Freddie Gibbs & Tone Trump),"top down and her skirt up
Leave the booth at 7:52 with niggas still whipping that work up
Ski",true,7:52,,
How Many,Shoffy,"7:52 and I’m thinking about you as usual
Need to clear my head but I smell you in",true,7:52,,
Clean It Up,Butthole Surfers,"up!
Goddamn!
I busted my elbow. It was horrible. [?] .. about 7:47 or 7... 7:52. I busted my... And",false,7:52,,
Psychopathic and Banal: An Extended Text Conversation Between A Daughter and Her Pleasant Mom,Davis Clark,"info to finish your application for Heathcare
12/6/13, 7:52 PM
I don't deserve this help
12",false,7:52,,
Big Barking,Xzibit (Ft. DeRay Davis),"New message, Wednesday, 7:52 P.M
Man, I figured your bitch ass wasn't gon' answer this motherfuckin' phone",false,7:52,,
Discography (Non-Album Songs),Canibus,"3:00
DJ Khaled Mixx 96.1FM (featuring Wyclef Jean) 7:53
Enemy Of The State (featuring Tragedy Khadafi) 3",false,7:53,,
JournoList Email Exchange,Ezra Klein,"but please resist it.
On Tue, Jun 15, 2010 at 7:53 AM, Dean Baker wrote:
great plan. Maybe he",false,7:53,,
Caught In Adultery,Presby Rhymez (Ft. Dbait),"judge with pride
And hypocrisy
We learn this in John 7:53 through 8:11
Which is present in over",false,7:53,,
Why You Gotta Be Like That,Scotty McCreery,"Got a Party at 8 it’s 7:53
Keys in my hand somewhere to be
And you come strolling",false,7:53,,
The Vigil,"Jimmy Dodge (Ft. Don Potter, Janell Pulis & Pamela Myers)","minutes
That's all I'm gonna wait
It's 7:53 now
I'll give him until 8:00",false,7:53,,
Inverno de 2003,Ivo Lucas,"Ia pra escola no autocarro em pé
Tu entravas às 7:53
Os teus olhos verdes
Que não olhavam pra",false,7:53,,
By the Way,Joe Scruggs,"will do""
Then we're out of the door at 7:54
I won't be late for school
""Oh",false,7:54,,
Girlz 2 (DMX All Vocals),DMX,"that you will not forget
So the next day around 7:54
I fixed up like 6 times and then",false,7:54,,
2014 Stanley Cup Final Game 1,New York Rangers vs Los Angeles Kings (Ft. NHL),"Team   | Name | Penalty Detail
2:37 | NYR | Dan Girardi | Hooking
7:54 | NYR | Rick Nash | Holding
7:54 | LA | Drew",false,7:54,,
Call to Glory,Deep Cotton,"It is now 1954, 7:54 PM on your chronograph pyramid or sundial
Please find your way to the water",false,7:54,,
Trail of Tears,Rampage The Misfit,"Just a little nigga from the mil'
Where it all started
12/09/93 7:54, a legend was born",false,7:54,,
The Wraith: Shangri-La Lyrics Header Parentheticals,Insane Clown Posse,"Diamond Swords - Book of Pestonia - Yellow Rubies - Verse 88:8, 7:54,89,32,63 Harmoniously Juggalonious - Purple Rudy)
(Juggalotus",false,7:54,,
7-11 Story,The Muffler Man,"me in before
I been knocking at their door since 7:54
And they've been giving me, really funny",false,7:54,,
Barbaadi (RUIN),​itsRapbit,"straight from Canada
Yaad dilata hai waqt Jab bajte hai 7:55
Aab sawal hai q aisa, Mene q nahi",true,7:55,,
Ain’t Fuckin with Me,Kendall Joshua,"t fuckin with me
Verse 3 lets goo
Punched in 7:55 can I make it to 6 will I",true,7:55,,
Help! - Film Script,The Beatles,"6:25
(Engine revs)
6:25 - 7:38
(Clock ticks)
7:38 - 7:51
(Thuds)
7:51 - 7:55
Hey",false,7:55,8564,
If,Nelly,"keys to my CL55
Better hurry the bus leave at 7:55 (55)
WE OFF THAT
Take you to the",false,7:55,,
Standing Right in Front of You,Acappella,"to heaven and saw the glory of God, and Jesus standing at the right hand of God."" Acts 7:55 ",false,7:55,,
Currents Of Events,Killah Priest,"then dropped
The scenes just stopped, the camera pops
Earlier, 7:55, Scott's peeking through blinds
He sense a",false,7:55,,
