name,county,state,population,latitude,longitude,type
Stubbs,Rusk County,Wisconsin,526,45.43252,-91.34180,t
Westfield,Orleans County,Vermont,526,44.88348,-72.48493,t
Brownsville,Fayette County,Pennsylvania,527,40.02455,-79.86890,s
Dearing,McDuffie County,Georgia,527,33.41319,-82.38513,t
Graceville,Big Stone County,Minnesota,527,45.56913,-96.43451,c
Guilford,Piscataquis County,Maine,527,45.16894,-69.38449,d
Hartwick,Otsego County,New York,527,42.65980,-75.04877,d
Home,Nemaha County,Kansas,527,39.70586,-96.18406,s
Kingston,Caldwell County,Missouri,527,39.65862,-94.03782,s
Marquette,Green Lake County,Wisconsin,527,43.75773,-89.16500,t
Mifflin,Juniata County,Pennsylvania,527,40.56952,-77.40277,b
Okay,Wagoner County,Oklahoma,527,35.85065,-95.31830,t
Wheatland,Fayette County,Illinois,527,38.96342,-88.86703,s
Cecil,Shawano County,Wisconsin,528,44.80999,-88.45232,v
Cross Roads,York County,Pennsylvania,528,39.81955,-76.57663,b
Germania,Todd County,Minnesota,528,46.23798,-94.95815,s
Hot Springs,Madison County,North Carolina,528,35.89233,-82.82903,t
Junction City,Marion County,Illinois,528,38.58033,-89.12785,v
Knox,Guernsey County,Ohio,528,40.11318,-81.66206,s
Oak Run,Madison County,Ohio,528,39.80735,-83.37343,s
Peru,Bennington County,Vermont,528,43.27808,-72.93454,t
Pilot,Vermilion County,Illinois,528,40.21655,-87.85074,s
Vienna,Maries County,Missouri,528,38.18671,-91.94711,c
Arcadia,Sullivan County,Tennessee,529,36.58333,-82.4445,u
Center,Emmet County,Michigan,529,45.59649,-84.92098,s
Culbertson,Hitchcock County,Nebraska,529,40.22972,-100.83849,v
Happy Valley,Blount County,Tennessee,529,35.60889,-83.9575,u
How,Oconto County,Wisconsin,529,44.97793,-88.42948,t
Weston,Franklin County,Idaho,529,42.03715,-111.97940,c
White,Brookings County,South Dakota,529,44.43469,-96.64977,c
Winthrop,Okanogan County,Washington,529,48.47792,-120.18620,t
Aurora,Steele County,Minnesota,530,43.97315,-93.10858,s
Cliffside,Rutherford County,North Carolina,530,35.23806,-81.76972,u
Fillmore,Putnam County,Indiana,530,39.66755,-86.75334,t
Firth,Bingham County,Idaho,530,43.30519,-112.18303,c
Leeton,Johnson County,Missouri,530,38.58307,-93.69466,c
Lewistown,Lewis County,Missouri,530,40.08615,-91.81322,t
Lutts,Wayne County,Tennessee,530,35.15111,-87.93806,u
Peninsula,Summit County,Ohio,530,41.24117,-81.55262,v
Pleasant Hill,Winona County,Minnesota,530,43.89038,-91.54044,s
Scott,Crawford County,Wisconsin,530,43.24904,-90.72481,t
Scottsville,Albemarle County / Fluvanna County,Virginia,530,37.81135,-78.48817,t
Alexander,Washington County,Maine,531,45.08560,-67.47551,t
Amboy,Blue Earth County,Minnesota,531,43.88801,-94.15663,c
Campbellsburg,Washington County,Indiana,531,38.65144,-86.26109,t
Chatfield,Fillmore County,Minnesota,531,43.80214,-92.14753,s
Cleveland,Jackson County,Wisconsin,531,44.54891,-90.96521,t
Coolidge,Thomas County,Georgia,531,31.01130,-83.86628,c
Crescent,Iroquois County,Illinois,531,40.72723,-87.82308,s
Fieldsboro,Burlington County,New Jersey,531,40.13650,-74.72877,b
Green Meadows,Umatilla County,Oregon,531,45.61652,-118.79971,d
Liberty,Adams County,Illinois,531,39.87949,-91.10792,v
Lind,Adams County,Washington,531,46.97209,-118.61527,t
Louisburg,Montgomery County,Kansas,531,37.32526,-95.89317,s
Meadow View Addition,Minnehaha County,South Dakota,531,43.62,-96.71111,u
Newcastle,Young County,Texas,531,33.19400,-98.73867,c
Petersburg,Lincoln County / Marshall County,Tennessee,531,35.31735,-86.64058,t
Pine Hollow,Wasco County,Oregon,531,45.245,-121.29833,u
Richwood,Richland County,Wisconsin,531,43.24558,-90.61423,t
Seaboard,Northampton County,North Carolina,531,36.49015,-77.44136,t
Strong,Chase County,Kansas,531,38.46881,-96.51516,s
Burlington,Kane County,Illinois,532,42.05280,-88.54814,v
Central,Barton County,Missouri,532,37.51829,-94.41794,s
Fairbanks,Shawano County,Wisconsin,532,44.71805,-89.04523,t
Fairfield,Adams County,Pennsylvania,532,39.78732,-77.36860,b
Fowler,Meade County,Kansas,532,37.38558,-100.19570,c
Hamilton,Tioga County,Pennsylvania,532,41.66552,-77.04190,s
Hayland,Mille Lacs County,Minnesota,532,45.85865,-93.56614,s
Martin,Crawford County,Illinois,532,38.91091,-87.86562,s
Mathias,Alger County,Michigan,532,46.21496,-86.86986,s
Parke,Clay County,Minnesota,532,46.76628,-96.22965,s
Shady Grove,McIntosh County,Oklahoma,532,35.49315,-95.41609,d
Silver Creek,Merrick County,Nebraska,532,41.33336,-97.66560,s
Sugar Creek,Miami County,Kansas,532,38.45407,-94.64952,s
White River,Mellette County,South Dakota,532,43.56805,-100.74542,c
Coleridge,Cedar County,Nebraska,533,42.50611,-97.20366,v
Hamilton,Monroe County,Mississippi,533,33.73778,-88.44472,u
Martin,Red River Parish,Louisiana,533,32.08544,-93.22017,v
Masontown,Preston County,West Virginia,533,39.55231,-79.79784,t
Norwood,San Miguel County,Colorado,533,38.13055,-108.29230,t
Robbinsville,Graham County,North Carolina,533,35.32287,-83.80740,t
Watson,Lycoming County,Pennsylvania,533,41.26089,-77.34961,s
Wauneta,Chase County,Nebraska,533,40.41833,-101.37128,v
Wilsonville,Macoupin County,Illinois,533,39.07088,-89.85621,v
Bellflower,McLean County,Illinois,534,40.33543,-88.51458,s
Beulah,Hanson County,South Dakota,534,43.52947,-97.79781,s
Cutler,Washington County,Maine,534,44.64880,-67.22488,t
Garden City,Blount County / Cullman County,Alabama,534,34.01469,-86.74905,t
Gresham,Shawano County,Wisconsin,534,44.85303,-88.78816,v
Illinois,Nemaha County,Kansas,534,39.69217,-96.06678,s
Indian Creek,Lake County,Illinois,534,42.22697,-87.97980,v
Powellton,Fayette County,West Virginia,534,38.09900,-81.32400,d
Richland,Keokuk County,Iowa,534,41.18557,-91.99295,c
Sunfield,Eaton County,Michigan,534,42.76226,-84.99250,v
Walle,Grand Forks County,North Dakota,534,47.79515,-97.03408,s
Warm Springs,Meriwether County,Georgia,534,32.89041,-84.68104,c
Young Hickory,Fulton County,Illinois,534,40.66975,-90.25277,s
Batavia,Flathead County,Montana,535,48.18190,-114.41319,d
Gilman,Marshall County,Iowa,535,41.87888,-92.78936,c
Inez,Martin County,Kentucky,535,37.86648,-82.53876,c
Lewisville,Huron County,Michigan,535,43.89583,-82.83056,u
Lincoln,Sedgwick County,Kansas,535,37.86565,-97.21167,s
Magnolia,LaRue County,Kentucky,535,37.44389,-85.74361,u
Pixley,Clay County,Illinois,535,38.80181,-88.30682,s
Popple,Clearwater County,Minnesota,535,47.54152,-95.48736,s
Redman,Huron County,Michigan,535,43.89583,-82.83056,u
Vincentown,Burlington County,New Jersey,535,39.93389,-74.74861,u
Barren,Franklin County,Illinois,536,38.07053,-88.99214,s
Brookside,Belmont County,Ohio,536,40.07063,-80.76092,v
Cass,Fulton County,Illinois,536,40.49256,-90.28162,s
Eden,Lake County,Michigan,536,44.12164,-85.85627,s
Francisco,Gibson County,Indiana,536,38.33227,-87.44530,t
Galena,Kent County,Maryland,536,39.34067,-75.87883,t
Greenwood,Juniata County,Pennsylvania,536,40.62881,-77.11467,s
Harrison,Grant County,Wisconsin,536,42.72562,-90.60333,t
Lake Village,Newton County,Indiana,536,41.13753,-87.44864,d
Lookout,Ellis County,Kansas,536,38.76026,-99.45294,s
Mountain View,Jefferson County,Colorado,536,39.77443,-105.05554,t
Ontario,Monroe County / Vernon County,Wisconsin,536,43.72192,-90.59322,v
Ramona,Washington County,Oklahoma,536,36.53037,-95.92360,t
South Haven,Sumner County,Kansas,536,37.06407,-97.41928,s
Belle Haven,Accomack County / Northampton County,Virginia,537,37.55465,-75.82384,t
East Stone Gap,Wise County,Virginia,537,36.86667,-82.7425,u
Fairplay,Washington County,Maryland,537,39.53639,-77.7475,u
Herrick,Shelby County,Illinois,537,39.23779,-88.97143,s
Highland,Clarion County,Pennsylvania,537,41.27377,-79.33208,s
Moundville,Marquette County,Wisconsin,537,43.67852,-89.45597,t
Spencer,Aitkin County,Minnesota,537,46.55228,-93.62876,s
Stratford,Fulton County,New York,537,43.20957,-74.61000,t
Walpole,Cheshire County,New Hampshire,537,43.07952,-72.42592,d
Alba,Jasper County,Missouri,538,37.23839,-94.41745,c
Bassett,Rock County,Nebraska,538,42.58583,-99.53789,c
Clarksville,Clinton County,Ohio,538,39.40145,-83.98132,v
Cross Keys,Blair County,Pennsylvania,538,40.44591,-78.43251,d
Larimer,Somerset County,Pennsylvania,538,39.78835,-78.92590,s
Marshfield,Washington County,Maine,538,44.75036,-67.47502,t
New Jerusalem,Berks County,Pennsylvania,538,40.44815,-75.74714,d
Quincy,Logan County,Ohio,538,40.29922,-83.96883,v
Temple,Franklin County,Maine,538,44.69659,-70.26720,t
Cameron,Wood County,Wisconsin,539,44.61608,-90.16742,t
Deerfield,Tioga County,Pennsylvania,539,41.94623,-77.42203,s
Dresden,Washington County,New York,539,43.59101,-73.46881,t
Encinal,La Salle County,Texas,539,28.04112,-99.35448,c
Goodwell,Newaygo County,Michigan,539,43.60049,-85.61230,s
Johnson City,Clackamas County,Oregon,539,45.40456,-122.57898,c
Red River,Taos County,New Mexico,539,36.70808,-105.40612,t
Roberts,Jefferson County,Idaho,539,43.72019,-112.12636,c
Trimble,Dyer County / Obion County,Tennessee,539,36.20202,-89.18797,t
Waco,Haralson County,Georgia,539,33.70288,-85.18328,c
West Goshen,Tulare County,California,539,36.34918,-119.45737,d
Zearing,Story County,Iowa,539,42.16110,-93.29715,c
Beech Bottom,Brooke County,West Virginia,540,40.22646,-80.65147,v
Hot Springs,Bath County,Virginia,540,37.99957,-79.83172,d
Monroe,Muskingum County,Ohio,540,40.11762,-81.76468,s
North Springfield,Windsor County,Vermont,540,43.33285,-72.52537,d
Rivergrove,Clackamas County / Washington County,Oregon,540,45.38517,-122.73353,c
Rock Point,Apache County,Arizona,540,36.71806,-109.62594,d
Vienna,Montmorency County,Michigan,540,45.03239,-84.34243,s
Wyoming,Jones County,Iowa,540,42.05918,-91.00737,c
Big Creek,Russell County,Kansas,541,38.86703,-98.98709,s
Bloom,Richland County,Wisconsin,541,43.50993,-90.49065,t
Darlington,Harvey County,Kansas,541,37.95450,-97.31413,s
Dewey,Rusk County,Wisconsin,541,45.50444,-90.97789,t
Eagle,Carlton County,Minnesota,541,46.64442,-92.88189,s
Ethridge,Lawrence County,Tennessee,541,35.32369,-87.30363,t
Fairland,Shelby County,Indiana,541,39.58588,-85.86359,t
Franklin,Harrison County,Ohio,541,40.33701,-81.22343,s
Freeport,Barry County,Michigan,541,42.76614,-85.31334,v
Hamilton,McKean County,Pennsylvania,541,41.79194,-78.88621,s
Ossipee,Alamance County,North Carolina,541,36.17208,-79.51058,t
Solomon,Cloud County,Kansas,541,39.37206,-97.87307,s
Allenport,Huntingdon County,Pennsylvania,542,40.37369,-77.87000,d
Barclay,Cass County,Minnesota,542,46.76514,-94.37812,s
Bradley Junction,Polk County,Florida,542,27.79528,-81.98028,u
Calhoun,McMinn County,Tennessee,542,35.29646,-84.74800,t
Cato,Cayuga County,New York,542,43.16812,-76.57300,v
Delmar,Clinton County,Iowa,542,42.00225,-90.60708,c
Dixon,Preble County,Ohio,542,39.69872,-84.76145,s
Elmore,Faribault County,Minnesota,542,43.50496,-94.08802,c
Hamilton,Jackson County,Ohio,542,38.88743,-82.70862,s
Leary,Calhoun County,Georgia,542,31.48573,-84.51380,c
Maple Ridge,Mahoning County,Ohio,542,40.92311,-81.05093,d
Marble,Cherokee County,North Carolina,542,35.17509,-83.92491,d
Melrose,Jackson County,Wisconsin,542,44.13052,-90.99820,v
Ovid,Seneca County,New York,542,42.67646,-76.82301,v
Summit,Marion County,Arkansas,542,36.25229,-92.69072,c
Fairdealing,Ripley County,Missouri,543,36.66278,-90.61667,u
Hannibal,Oswego County,New York,543,43.32118,-76.57883,v
Liberty,Coffey County,Kansas,543,38.10732,-95.88155,s
Mulberry Grove,Bond County,Illinois,543,38.92505,-89.26896,v
Olanta,Florence County,South Carolina,543,33.93544,-79.93257,t
Parma,New Madrid County,Missouri,543,36.61367,-89.81647,c
Pleasant Hill,Cumberland County,Tennessee,543,35.97646,-85.19385,t
Queen City,Schuyler County,Missouri,543,40.40920,-92.56769,c
Russellville,Brown County,Ohio,543,38.86646,-83.78687,v
Snydertown,Centre County,Pennsylvania,543,40.98423,-77.58583,d
Sudbury,Rutland County,Vermont,543,43.79823,-73.17427,t
Walsh,Baca County,Colorado,543,37.38613,-102.27824,t
Adams,Green County,Wisconsin,544,42.72679,-89.77889,t
Albion,Whitman County,Washington,544,46.79100,-117.25045,t
Badger,Webster County,Iowa,544,42.61441,-94.14607,c
Crescent City,Iroquois County,Illinois,544,40.77004,-87.85893,v
Dundee,Tuscarawas County,Ohio,544,40.58673,-81.60818,d
Falls City,Karnes County,Texas,544,28.98275,-98.01750,c
Kimmell,Noble County,Indiana,544,41.39533,-85.54832,d
LeRoy,Coffey County,Kansas,544,38.09233,-95.63634,s
Newton,Marquette County,Wisconsin,544,43.94758,-89.41987,t
Spokane,Concordia Parish,Louisiana,544,31.69933,-91.46040,d
St. James,St. James Parish,Louisiana,544,29.98187,-90.83176,d
Argyle,Marshall County,Minnesota,545,48.33276,-96.82089,c
Canova,Rio Arriba County,New Mexico,545,36.15919,-105.98502,d
Chester,Penobscot County,Maine,545,45.43318,-68.50580,t
Helen,White County,Georgia,545,34.70148,-83.73157,c
Jay,Santa Rosa County,Florida,545,30.95296,-87.15136,t
Marshall,Richland County,Wisconsin,545,43.42300,-90.48937,t
Murrayville,Morgan County,Illinois,545,39.58560,-90.25206,v
Oak Hill,Manistee County,Michigan,545,44.22444,-86.30389,u
Orange,Juneau County,Wisconsin,545,43.93807,-90.24959,t
Ozark,Anderson County,Kansas,545,38.08050,-95.35497,s
Pike,Madison County,Ohio,545,40.08146,-83.44287,s
Riegelwood,Columbus County,North Carolina,545,34.33972,-78.225,u
Springvale,Columbia County,Wisconsin,545,43.50341,-89.18912,t
Waldron,Hillsdale County,Michigan,545,41.72783,-84.41884,v
Woodland,Northampton County,North Carolina,545,36.33154,-77.21274,t
Adrian,Emanuel County / Johnson County,Georgia,546,32.52995,-82.59151,c
Ava,Jackson County,Illinois,546,37.88838,-89.49482,c
Browns Valley,Traverse County,Minnesota,546,45.59524,-96.83341,c
Eagle Bend,Todd County,Minnesota,546,46.16496,-95.03919,c
Elmira,Lane County,Oregon,546,44.06583,-123.35417,u
Greenwood,Jackson County,Florida,546,30.87019,-85.16187,t
Ivanhoe,Lincoln County,Minnesota,546,44.46330,-96.24726,c
Kieler,Grant County,Wisconsin,546,42.58139,-90.60263,d
Nemo,Lawrence County,South Dakota,546,44.19417,-103.50444,u
Oakdale,Washington County,Illinois,546,38.25655,-89.54108,s
Pettisville,Fulton County,Ohio,546,41.53061,-84.22967,d
Port Washington,Tuscarawas County,Ohio,546,40.32812,-81.52067,v
Richmond,Madison Parish,Louisiana,546,32.38792,-91.18205,v
Cynthiana,Posey County,Indiana,547,38.18754,-87.71030,t
Davidson,Sullivan County,Pennsylvania,547,41.32837,-76.43786,s
Edison,Minnehaha County,South Dakota,547,43.70917,-96.58460,s
Holden,Logan County,West Virginia,547,37.82427,-82.05957,d
Iroquois,Iroquois County,Illinois,547,40.81620,-87.82324,s
Jay,Orleans County,Vermont,547,44.95694,-72.50746,t
Millington,Kent County / Queen Anne's County,Maryland,547,39.25660,-75.84203,t
Milton,Buffalo County,Wisconsin,547,44.17788,-91.75866,t
Modena,Chester County,Pennsylvania,547,39.96677,-75.79967,b
Moose Creek,Fairbanks North Star Borough,Alaska,547,64.71000,-147.14361,d
Paris,Linn County,Kansas,547,38.20486,-94.82836,s
Radcliffe,Hardin County,Iowa,547,42.31526,-93.43438,c
Appleby,Nacogdoches County,Texas,548,31.71629,-94.60493,c
Brookline,Windham County,Vermont,548,43.02546,-72.61125,t
Dana,Vermillion County,Indiana,548,39.80781,-87.49502,t
Dayton,Armstrong County,Pennsylvania,548,40.88034,-79.24198,b
Eau Claire,Berrien County,Michigan,548,41.98505,-86.29974,v
Fairview,Cullman County,Alabama,548,34.25537,-86.68805,t
Ferguson,Clearfield County,Pennsylvania,548,40.88245,-78.60645,s
Kelso,Scott County,Missouri,548,37.19061,-89.54953,v
Madison,Vinton County,Ohio,548,39.24928,-82.36810,s
Olive Branch,Alexander County,Illinois,548,37.16866,-89.35175,d
Republic,Seneca County,Ohio,548,41.12200,-83.01575,v
Rockford,Spokane County,Washington,548,47.45212,-117.13075,t
Arcadia,Carroll County,Iowa,549,42.08721,-95.04610,c
Dawson,McLean County,Illinois,549,40.44618,-88.75474,s
Elkland,Sullivan County,Pennsylvania,549,41.52964,-76.65154,s
Elkton,Giles County,Tennessee,549,35.05231,-86.88862,c
Holmesville,Becker County,Minnesota,549,46.93763,-95.74176,s
Liberty,Grant County,Wisconsin,549,42.90086,-90.60581,t
Marion,Summit County,Utah,549,40.67745,-111.28102,d
Mentor,Clark County,Wisconsin,549,44.55464,-90.86765,t
Nelson,Tioga County,Pennsylvania,549,41.97376,-77.28357,s
Newville,Henry County,Alabama,549,31.42184,-85.33771,t
Oakwood,Paulding County,Ohio,549,41.09561,-84.38050,v
Savannah,Butler County,Nebraska,549,41.34636,-97.19697,s
Strawn,Palo Pinto County,Texas,549,32.55207,-98.49811,c
Turkey Creek,Navajo County,Arizona,549,33.80109,-109.94610,d
Walnut,Brown County,Kansas,549,39.84754,-95.70947,s
Bishopville,Worcester County,Maryland,550,38.44261,-75.19352,d
Cheek,Jefferson County,Texas,550,29.98361,-94.20278,u
Circleville,Piute County,Utah,550,38.17164,-112.27048,t
Excel,Monroe County,Alabama,550,31.42794,-87.34137,t
Haʻena,Kauai County,Hawaii,550,22.22139,-159.56139,u
Iberia,Morrow County,Ohio,550,40.67034,-82.84351,d
Loraine,Mitchell County,Texas,550,32.41123,-100.71233,t
Spring Valley,Fillmore County,Minnesota,550,43.72720,-92.38311,s
Starr,Cloud County,Kansas,550,39.34745,-97.42602,s
Tell,Huntingdon County,Pennsylvania,550,40.25608,-77.77458,s
Winchester,Okmulgee County,Oklahoma,550,35.78621,-95.99222,t
Worden,Yellowstone County,Montana,550,45.95996,-108.16095,d
Allendale,Grand Forks County,North Dakota,551,47.80973,-97.18548,s
Balsam,Itasca County,Minnesota,551,47.48981,-93.41147,s
Carney,Lincoln County,Oklahoma,551,35.80839,-97.01281,t
Harrison,Kandiyohi County,Minnesota,551,45.19284,-94.81059,s
Leesburg,Kosciusko County,Indiana,551,41.33199,-85.84999,t
Mount Vernon,Grant County,Oregon,551,44.41765,-119.11357,c
Ridgecrest,Concordia Parish,Louisiana,551,31.60294,-91.52790,t
Union,McHenry County,Illinois,551,42.23308,-88.54231,v
Bay Shore,Charlevoix County / Emmet County,Michigan,552,45.36082,-85.11155,d
Bertha,Todd County,Minnesota,552,46.26663,-95.06280,c
Sugar Grove,Warren County,Pennsylvania,552,41.98256,-79.33866,b
Valier,Franklin County,Illinois,552,38.01533,-89.04257,v
Walden,Cass County,Minnesota,552,46.66672,-94.47122,s
Milstead,Rockdale County,Georgia,553,33.68789,-83.99213,d
Norwich,Newaygo County,Michigan,553,43.68091,-85.63336,s
Oak Grove,Talladega County,Alabama,553,33.19178,-86.29942,t
Palmyra,Otoe County,Nebraska,553,40.70445,-96.38751,v
Paris,Bear Lake County,Idaho,553,42.22715,-111.40104,c
Pittsford,Hillsdale County,Michigan,553,41.86194,-84.47639,u
Plains,Sumter County,Georgia,553,32.03405,-84.39269,c
Riverside,Walker County,Texas,553,30.85297,-95.40355,c
Springdale,Washington County,Utah,553,37.18887,-112.99855,t
Adams,Arenac County,Michigan,554,44.03896,-84.10199,s
Bern,Athens County,Ohio,554,39.40581,-81.88388,s
Campbell,Hunt County,Texas,554,33.14817,-95.95136,c
Chillicothe,Hardeman County,Texas,554,34.25647,-99.51676,c
Franklin,Columbia County,Pennsylvania,554,40.91740,-76.50031,s
Freeburg,Snyder County,Pennsylvania,554,40.76314,-76.93942,b
Hartsville,Steuben County,New York,554,42.22237,-77.66019,t
Harveysburg,Warren County,Ohio,554,39.50367,-84.01049,v
High Falls,Ulster County,New York,554,41.82676,-74.12625,d
Jackson,Livingston County,Missouri,554,39.89226,-93.67161,s
Knute,Polk County,Minnesota,554,47.62234,-96.00517,s
Mina,Edmunds County,South Dakota,554,45.43333,-98.75861,u
Minden,Sanilac County,Michigan,554,43.64024,-82.82020,s
Morris,Greene County,Pennsylvania,554,39.97296,-80.30846,s
Peach Orchard,Ford County,Illinois,554,40.57396,-88.27205,s
Rusk,Rusk County,Wisconsin,554,45.33551,-91.48698,t
Sharpsville,Tipton County,Indiana,554,40.37948,-86.08860,t
Virginia,Coshocton County,Ohio,554,40.19216,-81.94301,s
Canton,Lincoln County,South Dakota,555,43.27914,-96.64677,s
Cardwell,Dunklin County,Missouri,555,36.04701,-90.29288,c
Dewey,Burnett County,Wisconsin,555,45.77431,-92.08322,t
Fish Springs,Douglas County,Nevada,555,38.95358,-119.65109,d
Hartland,Windsor County,Vermont,555,43.54063,-72.39898,d
Jewett,Harrison County,Ohio,555,40.36784,-81.00537,v
Solomon,Graham County,Arizona,555,32.81257,-109.63397,d
St. Francisville,Lawrence County,Illinois,555,38.59116,-87.64669,c
Tiki Gardens,Hawaii County,Hawaii,555,19.53333,-154.99833,u
Clayton,Concordia Parish,Louisiana,556,31.72266,-91.54318,t
Clayton,Pushmataha County,Oklahoma,556,34.58955,-95.35275,t
East Rochester,Beaver County,Pennsylvania,556,40.70007,-80.26812,b
Four Mile,Wayne County,Illinois,556,38.31714,-88.65147,s
Jamesport,Daviess County,Missouri,556,39.97473,-93.80105,c
Malta,Morgan County,Ohio,556,39.64924,-81.86208,v
McPherson,McPherson County,Kansas,556,38.39851,-97.63864,s
Miller,Lawrence County,Ohio,556,38.53675,-82.30182,d
Orion,Olmsted County,Minnesota,556,43.89091,-92.25863,s
Palmer,Grundy County,Tennessee,556,35.35118,-85.56775,t
Plumb,Wabaunsee County,Kansas,556,38.80049,-95.99487,s
Savannah,Wayne County,New York,556,43.06729,-76.75968,d
Altona,Boulder County,Colorado,557,40.13387,-105.28277,d
Ellerslie,Allegany County,Maryland,557,39.72064,-78.77419,d
Goshen,Hardin County,Ohio,557,40.67851,-83.48670,s
Kaskaskia,Fayette County,Illinois,557,38.86232,-89.08085,s
Kingman,Fountain County,Indiana,557,39.96754,-87.27751,t
Metamora,Fulton County,Ohio,557,41.71172,-83.90966,v
Odessa,Schuyler County,New York,557,42.33674,-76.78857,v
Simpson,Vernon Parish,Louisiana,557,31.24574,-93.01544,v
Stockton,Baldwin County,Alabama,557,30.99389,-87.85806,u
Wells,Monroe County,Wisconsin,557,43.85606,-90.73077,t
Avoca,Iowa County,Wisconsin,558,43.18193,-90.32457,v
Callaway,Custer County,Nebraska,558,41.29195,-99.92262,v
Coatesville,Hendricks County,Indiana,558,39.68782,-86.67028,t
Cushing,Nacogdoches County,Texas,558,31.81462,-94.84049,c
Embarrass,Edgar County,Illinois,558,39.67213,-87.91465,s
Jacksonville,Indiana County,Pennsylvania,558,40.54090,-79.28170,d
Tumalo,Deschutes County,Oregon,558,44.14972,-121.33083,u
Waterloo,Grant County,Wisconsin,558,42.72702,-90.82943,t
Barnardsville,Buncombe County,North Carolina,559,35.7775,-82.45472,u
Center,Woodson County,Kansas,559,37.82903,-95.75107,s
Cove,Chambers County,Texas,559,29.82744,-94.80242,c
Gordonville,Lancaster County,Pennsylvania,559,40.02010,-76.13357,d
Green,Adams County,Ohio,559,38.68198,-83.36235,s
Groveland,LaSalle County,Illinois,559,40.97061,-88.98921,s
Hardin,Ray County,Missouri,559,39.27085,-93.83439,c
Macdona,Bexar County,Texas,559,29.32047,-98.69727,u
Marion Heights,Northumberland County,Pennsylvania,559,40.80425,-76.46495,b
Palmer,Washington County,Ohio,559,39.44587,-81.72986,s
Washburn,Bayfield County,Wisconsin,559,46.66851,-91.09891,t
Wilson,Putnam County,Missouri,559,40.42238,-93.02689,s
Chappell Hill,Washington County,Texas,600,30.14278,-96.25694,u
Dixon,Sumner County,Kansas,600,37.25631,-97.74734,s
Neodesha,Wilson County,Kansas,600,37.43040,-95.68821,s
Roosevelt,Crow Wing County,Minnesota,600,46.20759,-93.86319,s
Star Lake,St. Lawrence County,New York,600,44.15979,-75.03158,d
Cascade,Cascade County,Montana,601,47.27106,-111.70054,t
Edgerton,Platte County,Missouri,601,39.50500,-94.63329,c
Fairmont,Fillmore County,Nebraska,601,40.63695,-97.58533,v
Fairmount,Vermilion County,Illinois,601,40.04559,-87.83058,v
Goochland,Goochland County,Virginia,601,37.68431,-77.88527,d
Jasper,Pipestone County / Rock County,Minnesota,601,43.84889,-96.39964,c
Leesburg,Cumberland County,New Jersey,601,39.25667,-74.9875,u
Norwalk,Monroe County,Wisconsin,601,43.83052,-90.62152,v
Opal,Fauquier County,Virginia,601,38.62095,-77.79999,d
Stanford,Clay County,Illinois,601,38.67160,-88.41739,s
Starks,Somerset County,Maine,601,44.73667,-69.95414,t
West Point,Cullman County,Alabama,601,34.23871,-86.95917,t
Whitesburg,Carroll County,Georgia,601,33.49400,-84.91383,c
Brandon,Franklin County,New York,602,44.73542,-74.41475,t
Brownsville,Dodge County,Wisconsin,602,43.61638,-88.49066,v
Freedom,LaSalle County,Illinois,602,41.49918,-88.87574,s
Jordan,Green County,Wisconsin,602,42.64009,-89.76907,t
Marion,Noble County,Ohio,602,39.82032,-81.34741,s
Peck,Sanilac County,Michigan,602,43.25864,-82.81743,v
St. Mary's,Kusilvak Census Area,Alaska,602,62.06278,-163.24426,c
Summit,Monroe County,Ohio,602,39.78304,-81.23332,s
Swink,Otero County,Colorado,602,38.01445,-103.62828,t
Union,Pierce County,Wisconsin,602,44.64383,-92.20528,t
Bay View,Erie County,Ohio,603,41.46866,-82.82685,v
Boyd,Chippewa County,Wisconsin,603,44.95191,-91.03487,v
Goodman,Marinette County,Wisconsin,603,45.63640,-88.32469,t
Murray,Marshall County,Kansas,603,39.86437,-96.28525,s
North Middletown,Bourbon County,Kentucky,603,38.14508,-84.11132,c
Rockview,Mackinac County,Michigan,603,46.09778,-84.52111,u
Simmons,Mackinac County,Michigan,603,46.09778,-84.52111,u
Warsaw,Goodhue County,Minnesota,603,44.41380,-92.97075,s
Yankeetown,Levy County,Florida,603,29.02997,-82.71594,t
Canisteo,Dodge County,Minnesota,604,43.97289,-92.74723,s
Chatham,Tioga County,Pennsylvania,604,41.86494,-77.42765,s
Clarks Hill,Tippecanoe County,Indiana,604,40.24698,-86.72501,t
Clarkton,Bladen County,North Carolina,604,34.48739,-78.65613,t
Crandon,Forest County,Wisconsin,604,45.59979,-88.97911,t
Garfield,Benton County,Arkansas,604,36.44841,-93.97409,t
Greenwood,Cass County,Nebraska,604,40.96278,-96.44112,v
New Market,York County,Pennsylvania,604,40.22315,-76.85219,d
North Freedom,Sauk County,Wisconsin,604,43.45971,-89.86846,v
Sherman,Lee County / Pontotoc County / Union County,Mississippi,604,34.36117,-88.83874,t
Waverly,Lackawanna County,Pennsylvania,604,41.52639,-75.70528,u
Alexandria,Hanson County,South Dakota,605,43.65359,-97.78285,c
Bacon,Vernon County,Missouri,605,37.99350,-94.11935,s
Clio,Marlboro County,South Carolina,605,34.57961,-79.54644,t
Smiley,Pennington County,Minnesota,605,48.06331,-96.04691,s
Ansley,Custer County,Nebraska,606,41.28218,-99.39683,s
Ashley,McIntosh County,North Dakota,606,46.03414,-99.37150,c
Daggett,Menominee County,Michigan,606,45.47614,-87.55020,s
